OCCURRENCE_YEAR,OCCURRENCE_DATE,REPORTED_DATE,BiasMotivation,PRIMARY_OFFENCE,NEIGHBOURHOOD_140,ARREST_MADE
2021,2021-05-14,2021-05-14,Race/Ethnicity,Mischief Under $5000,Mimico (includes Humber Bay Shores) (17),YES
2021,2021-05-15,2021-05-16,Religion,Assault With a Weapon,Bedford Park-Nortown (39),NO
2021,2021-05-15,2021-05-16,Religion,Assault With a Weapon,Bay Street Corridor (76),NO
2021,2021-05-15,2021-05-15,Race/Ethnicity,Mischief Under $5000,Humber Summit (21),NO
2021,2021-05-15,2021-05-15,Religion,Assault,Bay Street Corridor (76),YES
2021,2021-05-15,2021-05-15,Religion,Assault,Waterfront Communities-The Island (77),NO
2021,2021-05-17,2021-05-17,Religion,Mischief Under $5000,Lawrence Park North (105),NO
2021,2021-05-17,2021-05-17,Gender,Uttering Threats - Bodily Harm,High Park North (88),NO
2021,2021-05-18,2021-05-18,Religion,Mischief Under $5000,High Park-Swansea (87),NO
2021,2021-05-19,2021-05-19,Religion,Mischief Under $5000,South Riverdale (70),NO
2021,2021-05-23,2021-05-23,Race/Ethnicity,Assault,Church-Yonge Corridor (75),NO
2021,2021-05-24,2021-05-24,Race/Ethnicity,Assault,Edenbridge-Humber Valley (9),NO
2021,2021-05-24,2021-05-24,Race/Ethnicity,Assault,Bay Street Corridor (76),NO
2021,2021-05-28,2021-05-28,Race/Ethnicity,Harassing Communications,Newtonbrook West (36),NO
2021,2021-05-31,2021-05-31,Race/Ethnicity,Assault,Church-Yonge Corridor (75),NO
2021,2021-05-31,2021-05-31,Gender,Mischief Under $5000,West Hill (136),NO
2021,2021-06-01,2021-06-02,Ethnicity,Mischief Under $5000,Yonge-Eglinton (100),NO
2021,2021-06-01,2021-06-01,Gender,Assault Causing Bodily Harm,NSA,YES
2021,2021-06-03,2021-06-03,Race/Ethnicity,Assault With a Weapon,Waterfront Communities-The Island (77),NO
2021,2021-06-03,2021-06-03,Race/Ethnicity,Assault Causing Bodily Harm,Clairlea-Birchmount (120),YES
2021,2021-06-04,2021-06-07,Sexual Orientation,Theft,Steeles (116),NO
2021,2021-06-05,2021-06-06,Sexual Orientation,Mischief Under $5000,North Riverdale (68),NO
2021,2021-06-05,2021-06-06,Race/Ethnicity,Mischief Under $5000,North Riverdale (68),NO
2021,2021-06-05,2021-06-06,Race/Ethnicity,Mischief Under $5000,Briar Hill-Belgravia (108),NO
2021,2021-06-06,2021-06-07,Race/Ethnicity,Mischief Under $5000,North Riverdale (68),NO
2021,2021-06-07,2021-06-07,Sexual Orientation,Mischief Under $5000,Stonegate-Queensway (16),NO
2021,2021-06-07,2021-06-25,Race/Ethnicity,Uttering Threats - Bodily Harm,Church-Yonge Corridor (75),NO
2021,2021-06-08,2021-06-08,Sexual Orientation,Assault With a Weapon,Dufferin Grove (83),NO
2021,2021-06-08,2021-06-08,Race/Ethnicity,Mischief Under $5000,Black Creek (24),NO
2021,2021-06-09,2021-06-09,Language,Criminal Harassment,Mount Pleasant West (104),NO
2021,2021-06-09,2021-06-09,Ethnicity,Assault With a Weapon,Bridle Path-Sunnybrook-York Mills (41),NO
2021,2021-06-10,2021-06-15,Sexual Orientation,Mischief Under $5000,Lawrence Park North (105),NO
2021,2021-06-12,2021-09-15,Sexual Orientation,Criminal Harassment,Roncesvalles (86),YES
2021,2021-06-15,2021-06-16,Race/Ethnicity,Criminal Harassment,Wychwood (94),YES
2021,2021-06-18,2021-06-19,Sexual Orientation,Mischief Under $5000,Dovercourt-Wallace Emerson-Junction (93),YES
2021,2021-06-18,2021-06-18,Religion,Mischief Under $5000,Downsview-Roding-CFB (26),NO
2021,2021-06-18,2021-06-21,Religion,Mischief Under $5000,Dovercourt-Wallace Emerson-Junction (93),NO
2021,2021-06-19,2021-06-20,Race/Ethnicity,Mischief Under $5000,Lawrence Park South (103),NO
2021,2021-06-20,2021-06-23,Religion,Mischief Interfere With Property,Kensington-Chinatown (78),NO
2021,2021-06-21,2021-06-25,Religion,Mischief Under $5000,Annex (95),NO
2021,2021-06-22,2021-08-12,Religion,Mischief Under $5000,Downsview-Roding-CFB (26),YES
2021,2021-06-27,2021-06-27,Ethnicity,Criminal Harassment,Parkwoods-Donalda (45),YES
2021,2021-06-27,2021-06-27,Religion,Assault,Glenfield-Jane Heights (25),NO
2021,2021-06-28,2021-06-28,Gender,Uttering Threats - Bodily Harm,Church-Yonge Corridor (75),YES
2021,2021-06-28,2021-06-28,Race/Ethnicity,Mischief Interfere With Property,Yorkdale-Glen Park (31),NO
2021,2021-06-30,2021-07-05,Religion,Mischief Under $5000,Corso Italia-Davenport (92),NO
2021,2021-06-30,2021-06-30,Ethnicity,Assault,Church-Yonge Corridor (75),YES
2021,2021-07-01,2021-07-02,Race/Ethnicity,Mischief Under $5000,Keelesdale-Eglinton West (110),NO
2021,2021-07-02,2021-07-02,Religion,Mischief Under $5000,Regent Park (72),NO
2021,2021-07-03,2021-07-03,Religion,Mischief Under $5000,Islington-City Centre West (14),NO
2021,2021-07-05,2021-07-05,Race/Ethnicity,Assault,Moss Park (73),NO
2021,2021-07-06,2021-07-06,Religion,Assault With a Weapon,Niagara (82),YES
2021,2021-07-10,2021-07-11,Religion,Mischief Under $5000,Downsview-Roding-CFB (26),NO
2021,2021-07-10,2021-07-10,Religion,Assault,Rosedale-Moore Park (98),YES
2021,2021-07-11,2021-07-11,Race/Ethnicity,Assault,Danforth (66),YES
2021,2021-07-12,2021-07-13,Ethnicity,Assault,Moss Park (73),NO
2021,2021-07-13,2021-07-13,Race/Ethnicity,Mischief Under $5000,Lansing-Westgate (38),NO
2021,2021-07-13,2021-07-13,Gender,Uttering Threats - Bodily Harm,Mimico (includes Humber Bay Shores) (17),YES
2021,2021-07-17,2021-07-18,Sexual Orientation,Assault Causing Bodily Harm,Moss Park (73),NO
2021,2021-07-18,2021-07-19,Race/Ethnicity,Other Criminal Code Offence Not Listed,Kensington-Chinatown (78),NO
2021,2021-07-19,2021-07-19,Ethnicity,Assault,High Park North (88),YES
2021,2021-07-22,2021-08-05,Race/Ethnicity,Mischief Under $5000,Bridle Path-Sunnybrook-York Mills (41),NO
2021,2021-07-22,2021-07-23,Race/Ethnicity,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2021,2021-07-26,2021-07-26,Religion,Mischief Under $5000,Downsview-Roding-CFB (26),NO
2021,2021-07-26,2021-07-26,Race/Ethnicity,Uttering Threats - Bodily Harm,Willowdale East (51),YES
2021,2021-07-28,2021-07-28,Religion,Assault,Yonge-Eglinton (100),NO
2021,2021-07-28,2021-07-28,Religion,Assault With a Weapon,Roncesvalles (86),YES
2021,2021-07-29,2021-07-29,Race/Ethnicity,Assault,Church-Yonge Corridor (75),NO
2021,2021-08-04,2021-08-04,Religion,Assault,Glenfield-Jane Heights (25),NO
2021,2021-08-09,2021-08-10,Race/Ethnicity,Assault,Waterfront Communities-The Island (77),YES
2021,2021-08-09,2022-03-24,Race/Ethnicity,Harassing Communications,Humewood-Cedarvale (106),NO
2021,2021-08-11,2021-08-11,Ethnicity,Assault,Bendale (127),YES
2021,2021-08-12,2021-08-12,Race/Ethnicity,Assault,Waterfront Communities-The Island (77),NO
2021,2021-08-15,2021-08-15,Race/Ethnicity,Assault,Dovercourt-Wallace Emerson-Junction (93),YES
2021,2021-08-17,2021-08-19,Religion,"Mischief To Religious Property, Educational Institutions, Etc.",Kensington-Chinatown (78),YES
2021,2021-08-18,2021-08-18,Religion,"Mischief To Religious Property, Educational Institutions, Etc.",Oakwood Village (107),NO
2021,2021-08-20,2021-08-20,Religion,Mischief Under $5000,Yonge-Eglinton (100),NO
2021,2021-08-26,2021-09-15,Ethnicity,Assault,Waterfront Communities-The Island (77),NO
2021,2021-08-30,2021-08-30,Sexual Orientation,Harassing Communications,Blake-Jones (69),NO
2021,2021-08-31,2021-09-03,Religion,Harassing Communications,Casa Loma (96),YES
2021,2021-08-31,2021-09-23,Religion,Harassing Communications,University (79),YES
2021,2021-09-01,2021-09-01,Race/Ethnicity,Assault,Moss Park (73),YES
2021,2021-09-03,2021-09-03,Sexual Orientation,Assault,Church-Yonge Corridor (75),NO
2021,2021-09-03,2021-09-03,Sexual Orientation,Mischief Under $5000,Wychwood (94),NO
2021,2021-09-10,2021-09-16,Ethnicity,Uttering Threats - Bodily Harm,Weston-Pelham Park (91),YES
2021,2021-09-11,2021-09-11,Religion,Assault,Bendale (127),NO
2021,2021-09-11,2021-09-11,Religion,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2021,2021-09-11,2021-09-11,Religion,Harassing Communications,Bedford Park-Nortown (39),NO
2021,2021-09-11,2021-09-11,Religion,Mischief Under $5000,Greenwood-Coxwell (65),NO
2021,2021-09-11,2021-09-11,Religion,Assault,Lawrence Park North (105),YES
2021,2021-09-13,2021-09-14,Religion,Uttering Threats - Bodily Harm,Cabbagetown-South St.James Town (71),YES
2021,2021-09-13,2021-09-13,Religion,Mischief Under $5000,Lawrence Park North (105),NO
2021,2021-09-14,2021-09-14,Religion,Mischief Under $5000,York University Heights (27),NO
2021,2021-09-14,2021-09-16,Race/Ethnicity,Mischief Under $5000,Oakwood Village (107),NO
2021,2021-09-15,2021-09-15,Religion,Assault With a Weapon,Danforth East York (59),YES
2021,2021-09-16,2021-09-16,Ethnicity,Assault,Bay Street Corridor (76),YES
2021,2021-09-17,2021-09-17,Race/Ethnicity,Uttering Threats - Bodily Harm,Church-Yonge Corridor (75),YES
2021,2021-09-18,2021-09-18,Sexual Orientation,Assault,Waterfront Communities-The Island (77),NO
2021,2021-09-18,2021-09-18,Religion,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2021,2021-09-20,2021-09-20,Sexual Orientation,Criminal Harassment,Church-Yonge Corridor (75),NO
2021,2021-09-21,2021-09-22,Race/Ethnicity,Mischief Under $5000,Woodbine Corridor (64),NO
2021,2021-09-21,2021-09-24,Religion,Mischief Under $5000,Westminster-Branson (35),NO
2021,2021-09-23,2021-09-24,Race/Ethnicity,Assault,Waterfront Communities-The Island (77),NO
2021,2021-09-24,2021-09-28,Gender,Harassing Communications,Church-Yonge Corridor (75),NO
2021,2021-09-26,2021-10-19,Race/Ethnicity,Harassing Communications,Rosedale-Moore Park (98),NO
2021,2021-09-26,2021-09-26,Race/Ethnicity,Assault,University (79),NO
2021,2021-09-27,2021-09-27,Religion,Uttering Threats - Bodily Harm,Waterfront Communities-The Island (77),NO
2021,2021-09-28,2021-09-28,Race/Ethnicity,Assault Causing Bodily Harm,Waterfront Communities-The Island (77),YES
2021,2021-09-29,2021-10-08,Sexual Orientation,Criminal Harassment,Old East York (58),NO
2021,2021-09-30,2021-09-30,Race/Ethnicity,Assault,North St.James Town (74),NO
2021,2021-10-01,2021-11-03,Religion,Mischief Under $5000,Yorkdale-Glen Park (31),NO
2021,2021-10-02,2021-10-02,Ethnicity,Assault Causing Bodily Harm,Lawrence Park South (103),YES
2021,2021-10-05,2021-10-05,Sexual Orientation,Assault,University (79),NO
2021,2021-10-05,2021-10-08,Race/Ethnicity,Mischief Under $5000,Mimico (includes Humber Bay Shores) (17),NO
2021,2021-10-06,2021-10-06,Race/Ethnicity,Assault,Waterfront Communities-The Island (77),NO
2021,2021-10-06,2021-10-07,Race/Ethnicity,Assault,South Riverdale (70),NO
2021,2021-10-07,2021-10-07,Religion,Mischief Under $5000,Westminster-Branson (35),NO
2021,2021-10-08,2021-10-08,Sexual Orientation,Assault,Waterfront Communities-The Island (77),YES
2021,2021-10-08,2021-10-08,Race/Ethnicity,Assault,Waterfront Communities-The Island (77),NO
2021,2021-10-10,2021-10-13,Race/Ethnicity,Mischief Under $5000,Willowdale East (51),NO
2021,2021-10-11,2021-10-11,Race/Ethnicity,Assault,Waterfront Communities-The Island (77),NO
2021,2021-10-12,2021-10-12,Religion,Assault,Wexford/Maryvale (119),YES
2021,2021-10-12,2021-10-12,Sexual Orientation,Mischief Under $5000,Dufferin Grove (83),NO
2021,2021-10-15,2021-10-15,Sexual Orientation,Assault,Dovercourt-Wallace Emerson-Junction (93),YES
2021,2021-10-15,2021-10-15,Ethnicity,Assault,Steeles (116),NO
2021,2021-10-17,2021-10-17,Race/Ethnicity,Assault,Waterfront Communities-The Island (77),NO
2021,2021-10-18,2021-11-07,Race/Ethnicity,Assault,Rosedale-Moore Park (98),YES
2021,2021-10-20,2021-10-22,Race/Ethnicity,Disturbing Religious Worship Or Certain Meetings,Agincourt North (129),NO
2021,2021-10-21,2021-10-21,Religion,Mischief Under $5000,Lawrence Park South (103),NO
2021,2021-10-22,2021-10-22,Race/Ethnicity,Mischief Under $5000,Humbermede (22),NO
2021,2021-10-25,2022-05-17,Gender,Assault,East End-Danforth (62),YES
2021,2021-10-28,2021-11-25,Religion,Mischief Under $5000,Kingsway South (15),NO
2021,2021-10-28,2021-10-28,Ethnicity,Assault,Westminster-Branson (35),NO
2021,2021-10-29,2021-10-30,Ethnicity,Mischief Under $5000,Church-Yonge Corridor (75),NO
2021,2021-10-31,2021-10-31,Sexual Orientation,Mischief Under $5000,Church-Yonge Corridor (75),NO
2021,2021-10-31,2021-10-31,Sexual Orientation,Assault,Malvern (132),NO
2021,2021-11-03,2021-11-03,Ethnicity,Assault Causing Bodily Harm,Moss Park (73),YES
2021,2021-11-03,2021-11-04,Race/Ethnicity,Harassing Communications,Cliffcrest (123),NO
2021,2021-11-06,2021-11-08,Race/Ethnicity,Mischief Under $5000,Elms-Old Rexdale (5),NO
2021,2021-11-07,2021-11-09,Religion,Mischief Under $5000,Danforth East York (59),NO
2021,2021-11-08,2021-11-08,Religion,Mischief Under $5000,Annex (95),NO
2021,2021-11-09,2021-11-09,Religion,"Mischief To Religious Property, Educational Institutions, Etc.",Downsview-Roding-CFB (26),YES
2021,2021-11-10,2021-11-10,Religion,Mischief Under $5000,O'Connor-Parkview (54),NO
2021,2021-11-11,2021-11-28,Race/Ethnicity,Criminal Harassment,Mount Dennis (115),YES
2021,2021-11-14,2022-02-25,Religion,Mischief Interfere With Property,Bathurst Manor (34),NO
2021,2021-11-14,2021-11-14,Race/Ethnicity,Mischief Under $5000,New Toronto (18),NO
2021,2021-11-15,2022-01-12,Race/Ethnicity,Uttering Threats - Bodily Harm,Church-Yonge Corridor (75),YES
2021,2021-11-15,2021-11-16,Sexual Orientation,Uttering Threats - Bodily Harm,Newtonbrook East (50),NO
2021,2021-11-20,2021-11-20,Religion,Mischief Under $5000,Islington-City Centre West (14),NO
2021,2021-11-23,2021-11-25,Religion,Mischief Under $5000,Dufferin Grove (83),NO
2021,2021-11-24,2021-11-24,Religion,Harassing Communications,Waterfront Communities-The Island (77),NO
2021,2021-11-24,2021-11-24,Race/Ethnicity,Assault,Annex (95),NO
2021,2021-11-25,2021-12-01,Race/Ethnicity,Criminal Harassment,Don Valley Village (47),NO
2021,2021-11-30,2021-11-30,Religion,Mischief Under $5000,Lawrence Park North (105),NO
2021,2021-12-03,2021-12-03,Gender,Assault,South Riverdale (70),NO
2021,2021-12-03,2021-12-07,Race/Ethnicity,Mischief Under $5000,Bayview Woods-Steeles (49),NO
2021,2021-12-06,2022-02-11,Race/Ethnicity,Uttering Threats - Bodily Harm,Englemount-Lawrence (32),YES
2021,2021-12-07,2021-12-07,Religion,Mischief Interfere With Property,Bayview Village (52),NO
2021,2021-12-07,2021-12-08,Religion,Mischief Under $5000,Rosedale-Moore Park (98),NO
2021,2021-12-08,2021-12-13,Race/Ethnicity,Assault,Clairlea-Birchmount (120),NO
2021,2021-12-12,2021-12-14,Race/Ethnicity,Mischief Interfere With Property,L'Amoreaux (117),NO
2021,2021-12-15,2021-12-17,Race/Ethnicity,Uttering Threats - Bodily Harm,Waterfront Communities-The Island (77),NO
2021,2021-12-16,2021-12-16,Race/Ethnicity,Mischief Under $5000,Parkwoods-Donalda (45),NO
2021,2021-12-24,2021-12-24,Religion,Mischief Under $5000,Mimico (includes Humber Bay Shores) (17),NO
2021,2021-12-30,2021-12-30,Religion,Mischief Under $5000,Kensington-Chinatown (78),NO
2022,2022-01-01,2022-01-01,Religion,Mischief Under $5000,Kensington-Chinatown (78),NO
2022,2022-01-01,2022-03-09,Race/Ethnicity,Mischief Under $5000,Kensington-Chinatown (78),NO
2022,2022-01-02,2022-01-02,Religion,Mischief Under $5000,Westminster-Branson (35),NO
2022,2022-01-03,2022-01-03,Gender,Criminal Harassment,Playter Estates-Danforth (67),NO
2022,2022-01-03,2022-01-03,Race/Ethnicity,Assault,Church-Yonge Corridor (75),NO
2022,2022-01-06,2022-01-06,Race/Ethnicity,Mischief Under $5000,Kensington-Chinatown (78),NO
2022,2022-01-08,2022-01-11,Race/Ethnicity,Mischief Under $5000,North St.James Town (74),NO
2022,2022-01-09,2022-02-09,Race/Ethnicity,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2022,2022-01-11,2022-01-12,Race/Ethnicity,Mischief Under $5000,Bay Street Corridor (76),NO
2022,2022-01-18,2022-01-18,Religion,Assault,North Riverdale (68),YES
2022,2022-01-21,2022-01-25,Religion,Mischief Under $5000,Roncesvalles (86),NO
2022,2022-01-23,2022-01-23,Race/Ethnicity,Assault,Church-Yonge Corridor (75),YES
2022,2022-01-25,2022-02-12,Race/Ethnicity,Mischief Under $5000,High Park North (88),NO
2022,2022-01-27,2022-01-27,Ethnicity,Uttering Threats - Bodily Harm,North St.James Town (74),NO
2022,2022-01-27,2022-01-27,Ethnicity,Assault,Rosedale-Moore Park (98),YES
2022,2022-01-28,2022-01-29,Race/Ethnicity,Mischief Over $5000,Mount Pleasant East (99),NO
2022,2022-01-31,2022-02-02,Race/Ethnicity,Assault,Bay Street Corridor (76),NO
2022,2022-02-03,2022-02-06,Race/Ethnicity,Mischief To Data,Agincourt North (129),NO
2022,2022-02-03,2022-02-09,Race/Ethnicity,Mischief Under $5000,Flemingdon Park (44),NO
2022,2022-02-05,2022-02-07,Religion,Public Incitement of Hatred,NSA,NO
2022,2022-02-06,2022-02-06,Religion,Mischief Under $5000,Ionview (125),NO
2022,2022-02-07,2022-02-08,Ethnicity,Mischief Over $5000,Islington-City Centre West (14),YES
2022,2022-02-07,2022-02-14,Race/Ethnicity,Disturbing Religious Worship Or Certain Meetings,University (79),NO
2022,2022-02-08,2022-02-08,Race/Ethnicity,Mischief Under $5000,Stonegate-Queensway (16),NO
2022,2022-02-09,2022-02-10,Sexual Orientation,Assault With a Weapon,South Riverdale (70),YES
2022,2022-02-09,2022-02-10,Race/Ethnicity,Mischief Under $5000,Hillcrest Village (48),NO
2022,2022-02-10,2022-02-10,Race/Ethnicity,Harassing Communications,Islington-City Centre West (14),NO
2022,2022-02-12,2022-02-19,Race/Ethnicity,Mischief Under $5000,Casa Loma (96),NO
2022,2022-02-15,2022-02-15,Race/Ethnicity,Disturbing Religious Worship Or Certain Meetings,Roncesvalles (86),NO
2022,2022-02-21,2022-02-21,Race/Ethnicity,Mischief Under $5000,Long Branch (19),NO
2022,2022-02-23,2022-02-23,Religion,Mischief Under $5000,Willowdale East (51),NO
2022,2022-02-23,2022-02-27,Race/Ethnicity,Mischief Under $5000,Downsview-Roding-CFB (26),NO
2022,2022-02-23,2022-03-13,Religion,Assault,Blake-Jones (69),NO
2022,2022-02-24,2022-02-25,Ethnicity,Uttering Threats - Property,Bathurst Manor (34),YES
2022,2022-02-24,2022-02-25,Gender,Uttering Threats - Bodily Harm,Victoria Village (43),NO
2022,2022-02-25,2022-02-26,Ethnicity,Mischief Under $5000,Stonegate-Queensway (16),NO
2022,2022-02-26,2022-03-01,Ethnicity,Mischief Over $5000,Islington-City Centre West (14),YES
2022,2022-02-28,2022-03-01,Religion,Mischief Under $5000,Corso Italia-Davenport (92),NO
2022,2022-02-28,2022-03-01,Ethnicity,"Mischief To Religious Property, Educational Institutions, Etc.",Mimico (includes Humber Bay Shores) (17),NO
2022,2022-02-28,2022-02-28,Religion,Harassing Communications,Kingsview Village-The Westway (6),NO
2022,2022-03-01,2022-03-02,Religion,Mischief Under $5000,Cabbagetown-South St.James Town (71),NO
2022,2022-03-01,2022-03-02,Religion,Mischief Under $5000,University (79),NO
2022,2022-03-01,2022-06-02,Religion,Uttering Threats - Bodily Harm,Church-Yonge Corridor (75),YES
2022,2022-03-01,2022-03-01,Ethnicity,Mischief Under $5000,Mimico (includes Humber Bay Shores) (17),NO
2022,2022-03-01,2022-03-03,Race/Ethnicity,Mischief Under $5000,Eringate-Centennial-West Deane (11),NO
2022,2022-03-02,2022-03-02,Religion,Mischief Under $5000,East End-Danforth (62),NO
2022,2022-03-03,2022-03-03,Religion,Mischief Under $5000,Birchcliffe-Cliffside (122),NO
2022,2022-03-04,2022-03-05,Ethnicity,Mischief Under $5000,Islington-City Centre West (14),YES
2022,2022-03-04,2022-03-07,Race/Ethnicity,Assault,Waterfront Communities-The Island (77),NO
2022,2022-03-04,2022-03-09,Race/Ethnicity,Harassing Communications,Tam O'Shanter-Sullivan (118),NO
2022,2022-03-05,2022-03-05,Religion,Mischief Under $5000,Old East York (58),NO
2022,2022-03-05,2022-03-05,Ethnicity,Mischief Over $5000,Islington-City Centre West (14),NO
2022,2022-03-06,2022-03-07,Religion,Mischief Under $5000,Church-Yonge Corridor (75),NO
2022,2022-03-06,2022-03-06,Race/Ethnicity,Mischief Under $5000,Mount Pleasant West (104),NO
2022,2022-03-06,2022-03-07,Ethnicity,Mischief Under $5000,Islington-City Centre West (14),YES
2022,2022-03-07,2022-03-08,Race/Ethnicity,Mischief Under $5000,Malvern (132),NO
2022,2022-03-08,2022-03-09,Religion,Mischief Under $5000,East End-Danforth (62),NO
2022,2022-03-09,2022-03-09,Sexual Orientation,Assault,Briar Hill-Belgravia (108),YES
2022,2022-03-10,2022-03-10,Religion,Mischief Under $5000,Birchcliffe-Cliffside (122),NO
2022,2022-03-11,2022-03-11,Religion,Mischief Under $5000,Islington-City Centre West (14),NO
2022,2022-03-13,2022-03-13,Religion,Mischief Interfere With Property,Old East York (58),NO
2022,2022-03-14,2022-03-14,Race/Ethnicity,Assault,Humewood-Cedarvale (106),NO
2022,2022-03-14,2022-03-14,Ethnicity,Mischief Over $5000,Bathurst Manor (34),NO
2022,2022-03-15,2022-03-16,Race/Ethnicity,Assault,Greenwood-Coxwell (65),NO
2022,2022-03-16,2022-03-16,Race/Ethnicity,Mischief Under $5000,Rosedale-Moore Park (98),NO
2022,2022-03-16,2022-03-21,Religion,Mischief Under $5000,York University Heights (27),NO
2022,2022-03-16,2022-03-22,Race/Ethnicity,Disturbing Religious Worship Or Certain Meetings,York University Heights (27),NO
2022,2022-03-18,2022-03-18,Race/Ethnicity,Assault,Yonge-Eglinton (100),NO
2022,2022-03-18,2022-03-18,Race/Ethnicity,Mischief Under $5000,NSA,NO
2022,2022-03-31,2022-03-31,Ethnicity,Assault With a Weapon,Westminster-Branson (35),YES
2022,2022-04-04,2022-04-04,Ethnicity,Assault,Kensington-Chinatown (78),NO
2022,2022-04-05,2022-04-12,Gender,Mischief Under $5000,University (79),NO
2022,2022-04-06,2022-04-06,Race/Ethnicity,Assault,Dovercourt-Wallace Emerson-Junction (93),NO
2022,2022-04-07,2022-04-07,Gender,Assault,Agincourt North (129),YES
2022,2022-04-07,2022-04-27,Ethnicity,Assault,Annex (95),NO
2022,2022-04-08,2022-04-11,Religion,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2022,2022-04-10,2022-04-11,Religion,Harassing Communications,York University Heights (27),NO
2022,2022-04-12,2022-04-12,Race/Ethnicity,Mischief Under $5000,Greenwood-Coxwell (65),NO
2022,2022-04-13,2022-04-13,Ethnicity,Mischief Under $5000,Church-Yonge Corridor (75),NO
2022,2022-04-14,2022-04-19,Race/Ethnicity,Mischief Under $5000,York University Heights (27),YES
2022,2022-04-16,2022-04-16,Ethnicity,Assault,West Hill (136),YES
2022,2022-04-18,2022-04-19,Religion,Mischief Under $5000,Downsview-Roding-CFB (26),NO
2022,2022-04-20,2022-04-27,Race/Ethnicity,Mischief Under $5000,Willowdale West (37),NO
2022,2022-04-21,2022-04-21,Religion,Mischief Under $5000,Greenwood-Coxwell (65),NO
2022,2022-04-21,2022-05-15,Race/Ethnicity,Mischief Under $5000,Willowdale West (37),NO
2022,2022-04-29,2022-05-03,Religion,Mischief Under $5000,Highland Creek (134),NO
2022,2022-04-29,2022-05-02,Race/Ethnicity,Mischief Under $5000,Mimico (includes Humber Bay Shores) (17),NO
2022,2022-04-29,2022-04-29,Race/Ethnicity,Assault,Cabbagetown-South St.James Town (71),NO
2022,2022-04-30,2022-05-03,Race/Ethnicity,Mischief Under $5000,Newtonbrook East (50),NO
2022,2022-05-01,2022-05-01,Race/Ethnicity,Mischief Under $5000,Markland Wood (12),NO
2022,2022-05-01,2022-05-01,Religion,Mischief Under $5000,Kingsview Village-The Westway (6),NO
2022,2022-05-03,2022-05-14,Race/Ethnicity,Mischief Under $5000,Church-Yonge Corridor (75),NO
2022,2022-05-08,2022-05-08,Religion,Disturbing Religious Worship Or Certain Meetings,York University Heights (27),YES
2022,2022-05-11,2022-05-11,Race/Ethnicity,Mischief Under $5000,Malvern (132),NO
2022,2022-05-12,2022-05-13,Religion,Mischief Under $5000,Princess-Rosethorn (10),NO
2022,2022-05-12,2022-05-12,Race/Ethnicity,Mischief Under $5000,North Riverdale (68),NO
2022,2022-05-12,2022-05-16,Religion,Mischief Under $5000,Annex (95),NO
2022,2022-05-13,2022-05-13,Gender,Assault,NSA,NO
2022,2022-05-13,2022-05-13,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2022,2022-05-16,2022-05-24,Race/Ethnicity,Assault,Annex (95),NO
2022,2022-05-17,2022-05-18,Religion,Mischief Under $5000,Markland Wood (12),NO
2022,2022-05-18,2022-05-18,Sexual Orientation,Mischief Under $5000,Banbury-Don Mills (42),NO
2022,2022-05-18,2022-05-19,Religion,Mischief Under $5000,Markland Wood (12),NO
2022,2022-05-19,2022-05-19,Sexual Orientation,Assault,Bay Street Corridor (76),NO
2022,2022-05-20,2022-05-20,Race/Ethnicity,Mischief Under $5000,Malvern (132),NO
2022,2022-05-21,2022-05-21,Religion,Mischief Interfere With Property,Islington-City Centre West (14),NO
2022,2022-05-21,2022-05-23,Sexual Orientation,Mischief Under $5000,Edenbridge-Humber Valley (9),NO
2022,2022-05-25,2022-05-25,Race/Ethnicity,"Mischief To Religious Property, Educational Institutions, Etc.",St.Andrew-Windfields (40),NO
2022,2022-05-25,2022-05-25,Religion,Assault With a Weapon,Englemount-Lawrence (32),YES
2022,2022-05-27,2022-05-27,Religion,Mischief Under $5000,Stonegate-Queensway (16),NO
2022,2022-05-30,2022-05-30,Race/Ethnicity,Assault With a Weapon,Bay Street Corridor (76),YES
2022,2022-05-31,2022-05-31,Sexual Orientation,Criminal Harassment,Scarborough Village (139),NO
2022,2022-06-01,2022-06-03,Sexual Orientation,Assault,Wexford/Maryvale (119),NO
2022,2022-06-02,2022-06-02,Religion,Mischief Under $5000,York University Heights (27),YES
2022,2022-06-02,2022-06-06,Race/Ethnicity,Mischief Under $5000,Bendale (127),NO
2022,2022-06-06,2022-06-06,Religion,Mischief Under $5000,York University Heights (27),YES
2022,2022-06-06,2022-06-06,Sexual Orientation,Uttering Threats - Bodily Harm,Bay Street Corridor (76),NO
2022,2022-06-07,2022-06-07,Sexual Orientation,Mischief Interfere With Property,Broadview North (57),NO
2022,2022-06-08,2022-06-09,Religion,Mischief Under $5000,York University Heights (27),YES
2022,2022-06-12,2022-06-12,Race/Ethnicity,Assault,Waterfront Communities-The Island (77),YES
2022,2022-06-12,2022-06-12,Sexual Orientation,Assault,North St.James Town (74),YES
2022,2022-06-15,2022-06-15,Sexual Orientation,Uttering Threats - Bodily Harm,South Riverdale (70),NO
